Date,URL,Newspaper,Title,Article,Day,Month
2020-03-31,https://www.thehindubusinessline.com/economy/covid-19-fmcg-suppliers-take-a-hit-due-to-lack-of-manpower-delivery-vehicles/article31217963.ece,The Hindu BusinessLine,Covid-19: FMCG suppliers take a hit due to lack of manpower^ delivery vehicles,The 21-day lockdown has brought the FMCG sector to a screeching halt across the country. This comes when FMCG majors themselves are struggling to normalise operations that include supply chain management and get transport facilities back on track.Industry sources^ which include FMCG companies^ distributors and retailers^ told BusinessLine that reverse migration of workers have led to a manpower shortage^ thereby impacting distribution and delivery of products.Distributors are now telling retailers^ including small shops and kirana stores^ to arrange their own transport and delivery mechanism as they are either running on skeletal staff or are still awaiting clarity on distribution operations from local administration.Ullas Kamath^ Joint Managing Director^ Jyothy Labs^ said that there is an “evident challenge of transportation of products into the market due to the scarcity of workforce”. “Most of the workers are immigrants from other States. Their presence to smoothen the supply chain is crucial^” he told BusinessLine.Many Bengal-based distributors claimed that there were no labourers to load products nor delivery people. “I have stocks of edible oil^ atta^ maida^ sattu and besan in my go-down. But it is difficult for me to find people who will go deliver them to a kirana store. If they (kirana stores) have their own transport^ they can come down and pick up the stuff^” said a Kolkata-based distributor^ requesting anonymity.ITC Ltd said it may “take a few more days” for the entire eco-system and processes to be streamlined for movement of essential goods.Distrbution Chains HitThe typical modus operandi across neighborhood stores and kiranas involve a representative of a distributor making inquiries with shops either on a weekly or bi-weekly basis. Supplies are made accordingly. Emergency shortages are met with calls being made to the distributor directly. Now all of that has stopped.“There are no people who will run such shop-to-shop checks. Nor are their loading people^ neither delivery bodies^” said a distributor. Dabur India points out that the scenario remains “challenging” and in a majority of places^ “there is not much distribution happening”.Grocery shops face shortagesSome kirana stores have closed down for the time being as supply of “fast moving items” have been hit. Even items such as bread^ milk and eggs are available for a short window^ early in the morning.Some of the shopkeepers^ who have downed shutters at the moment^ claim that this will continue for seven to 10 days or until vehicle arrangements are made.“We were not prepared for a 21-day lockdown. But after stocks depleted in the first two to three days^ I decided to down shutters^” a shopkeeper said.Many smaller shopkeepers say they are trying to arrange for transport^ which include pooling-in services (for example three shopkeepers of a locality pitching in to hire one delivery van)^ but vehicles remain unavailable. Local authorities have issued e-passes (for vehicular movement) and many shopkeepers have applied in order to bring in supplies.Companies Help OutFMCG majors said that the absence of manpower is making normalisation of operations difficult. While factories still remain closed in some cases^ there are instances were companies have made operational specific product lines depending on urgency of demand.Adarsh Sharma^ Executive Director – Sales^ Dabur India^ said he was in “constant touch” with those stockist points which are open and were supporting them. “We have also established a direct contact with retailers and are trying to service demand^ wherever possible^” he said.Jyothy Labs said it had a “comfortable” inventory level with 2-3 weeks of stocks. It is quite hopeful of resuming production as the situation improves.,31,03
2020-03-30,https://www.thehindubusinessline.com/economy/logistics/will-take-a-few-more-days-for-supply-chains-to-normalise-say-top-fmcg-companies/article31210931.ece,The Hindu BusinessLine,Will take a few more days for supply chains to normalise^ say top FMCG companies,With the Central government issuing several guidelines last week to tackle bottlenecks related to supply chains of essential goods during the ongoing lockdown^ FMCG companies said it may take a few more days for supply chains to normalise.Industry players said that while they have witnessed progress with State and district level approvals^ they are still working to resolve challenges related to shortage of trucks and availability of workers as the country battles the Covid-19 outbreak.Grievance cellThe Food Processing Ministry set up a grievance redressal cell to look into issues being faced by the packaged food industry last week. It also held a video-conferencing interaction with key industry bodies and stakeholders on Monday after urging State government to allow food units to operate.Pushpa Subrahmanyam^ Secretary^ Food Processing Ministry^ told BusinessLine^ “We are attempting to resolve various issues of the industry related to closure of factories^ warehouses^ cold storages as well problems with inter-State movements..which we have received from industry associations and individual units. We have taken up these grievances with the State governments and many of them have been resolved. About 10 per cent of them were related to clarifications on MHA notification.”According to sources^ nearly 221 grievances were registered so far with the Ministry^ while 98 of them have been resolved^ 105 are under resolution.Migration of workersOn Sunday^ the Home Ministry also allowed transportation of both essential and non-essential goods and at the same time expanded the list of essential goods to include hygiene products. However^ large scale reverse migration of workers to their home States is now posing as a bigger challenge for essential good manufacturers and supply chains.Vivek Gambhir^ Managing Director and CEO^ Godrej Consumer Products Ltd^ said the recent Central government guidelines will help ease the existing supply chain bottlenecks.“Consequently^ we are seeing some progress on-ground. Some factories have received permissions to manufacture essential hygiene products^ at reduced capacity. Some CFAs too have received permissions to distribute goods. However^ the number of workers reporting to factory/distributor locations is still very low due to social pressure and safety concerns^” he said.Mayank Shah^ Category Head^ Parle Products^ said the industry is likely to attain uninterrupted operations at factories^ though with scaled down workforces in line with government directives^ by next week and will be able to meet the demand of the consumers to a large extent.Streamlining movementA spokesperson for ITC too said^ while the company has progressively obtained permissions in some States^ availability of trucks continues to be the biggest challenge at the moment. “Inter-State and local truck movement has been severely impacted together with the challenge of shortage of manpower in factories. We believe it will take a few more days for the entire eco-system and processes to be streamlined for movement of essential goods^” the spokesperson added.Stating that Central government directives has helped re-starting factory operations and some part of logistics operations^ Piyush Patnaik^ Managing Director^ Cargill’s oils business in India^ said more support on free movement of trucks and availability of labour is needed.Dabur India Ltd Executive Director-Operations Shahrukh Khan said that situation has eased a bit with approvals for plant operations and bottlenecks of raw materials^ packaging materials and finished products.However^ he added with most workers either leaving for their hometowns or staying at home during the lockdown^ it would be a challenge to ensure smooth functioning.,30,03
2020-03-29,https://www.thehindubusinessline.com/news/india-inc-opens-coffers-to-fight-covid-19/article31199583.ece,The Hindu BusinessLine,India Inc opens coffers to fight Covid-19,India Inc is opening its heart and coffers in the fight against the coronavirus^ already pledging over ₹2^100 crore. The corpus is increase every day as more and more companies are pitching in with their contribution. A number of prominent citizens and celebrities are also doing their part by contributing to the PM CARES Fund.The highest so far has come from the Tata Group^ which has pledged ₹1^500 crore^ of which ₹1^000 crore would be provided by Tata Sons and the remaining ₹500 crore by Tata Trusts.“The country is facing an unprecedented situation and crisis. All of us would have to do whatever it takes to alleviate and enhance the quality of lives of the communities we serve^” Tata Sons’ Chairman N. Chandrasekaran said.“In this exceptionally difficult period^ I believe that urgent emergency resources need to be deployed to cope with the needs of fighting the Covid-1919 crisis^ which is one of the toughest challenges the human race will face^” Tata Trusts Chairman Ratan N Tata said.JSW Group has committed more than ₹100 crore for the Centre and State governments’ efforts against the pandemic^ while each employee offering a day’s salary to PM’s fund.“These immediate contributions are what we see is the need of the hour^ and we have earmarked further monetary and non-monetary contributions so as to dynamically respond to all societal requirements in future^” JSW Group Chairman Sajjan Jindal said.Vedanta Resources has set up a ₹100 crore fund to cater to the livelihood of the daily wage and contract workers^ staff^ and for preventive healthcare among others.“This fund is a first step on Vedanta’s behalf and we will increase the corpus if the need arises^” Anil Agarwal^ Executive Chairman^ Vedanta Resources said.Kotak Mahindra Bank and its Managing Director Uday Kotak have committed a total of ₹60 crore towards Covid-19 relief operations. Of this^ Kotak Mahindra Bank will give ₹25 crore to the PM ‘s Fund and ₹10 crore to Maharashtra Chief Minister’s Relief Fund^ while Uday Kotak has announced a personal commitment of ₹25 crore to PM’s fund.The Adani Foundation has committed assistance to a direct contribution to the Prime Minister’s Citizen Assistance and Relief in Emergency Situations Fund with a donation of ₹100 croreReliance Industries Chairman Mukesh Ambani^ who gave ₹5 crore to he Maharashtra CM’s fund^ had earlier announced setting up of isolation centres and a hospital for Covid-19 victims.Mahindra Foundation^ Mahindra & Mahindra’s CSR arm^ is creating a fund to which M&M Chairman Anand Mahindra will contribute his salary^ while Mahindra Holidays has offered to convert some of its resorts into temporary quarantine facilities. M&M would make face shields and produce ventilators^ while Maruti Suzuki is also readying to make ventilators.Several FMCG companies such as ITC (₹150 crore)^ HUL (₹100 crore) and Godrej (₹50 crore) in their fight against the pandemic. The employees of Airport Authority of India have raised ₹20 crore as an initial contribution and Central Board of Secondary Education ₹21 lakh from employees for PM’s fund.“Collectively^ as responsible citizens of this country^ we shall make all efforts to protect^ empower and help effected communities to tide over this emergency^” AAI said in a tweet.T-Series honcho Bhushan Kumar will donate ₹12 crore (₹11 crore to PM’s fund and ₹1 crore to Maharashtra CM’s fund)^ while actor Akshay Kumar pledged ₹25 crore and Randeep Hooda and Jay Patel ₹1 crore among others.Online payments platform Paytm has launched a ₹500-crore pledge campaign^ while competitor PhonePe has launched a campaign to raise ₹100 crore.,29,03
2020-03-29,https://www.thehindubusinessline.com/economy/covid-19-impact-7-million-jobs-in-fb-sector/article31197986.ece,The Hindu BusinessLine,Covid-19 impact 7 million jobs in F&B sector,"The restaurant industry with an annual turnover of approximately ₹4 lakh crore and providing direct employment to over seven million Indians is in a very precarious situation currently^ fighting a grim battle for its basic survival^ according to the National Restaurant Association of India.“As an Industry^ our business model is such that the proportion of fixed operating expenses is very high^ which is very high-risk model. Now^ with the prospect of zero revenues staring at us for a substantial period of time^ our fight is now a battle to retain our mere existence as commercial entities that provides jobs to millions^ "" NRAI said in a statement.""We are also mindful that post the lockdown^ it will take us many months to become sustainable again. To achieve these twin objectives^ we need to somehow bring down our fixed operating costs and its ratio; there is no other way out and the biggest components of these fixed operating costs are Rentals and Manpower expenses^""it added.Anurag Katriar^ President of NRAI said some of the big mall owners such as Lulu Group^ Lodha Group^ Forum and Vegas have already announced immediate interim reliefs. ""We request other mall owners and independent landlords to do the same. We sincerely appeal to waive off the rentals and CAM for three months and work on a moderate revenue share model for six months post that till the business regains some lost foothold^"" he said.""This appeal is aimed at ensuring our mere survival during such extraordinarily troubled times; we aren’t trying to profiteer at the expense of the landlords. As long-standing business partners of ours^ we are hopeful that the landlords will extend their support in these times of unprecedented crisis^"" Katriar added.",29,03
2020-03-27,https://www.thehindubusinessline.com/companies/itc-sets-up-150-crore-covid-contingency-fund-for-vulnerable-sections-of-society/article31182436.ece,The Hindu BusinessLine,ITC sets up ₹150-crore Covid contingency fund for vulnerable sections of society,FMCG major ITC Ltd has set up a Covid-19 contingency fund of ₹150 crore for helping the vulnerable sections of the society.This fund will be utilised to provide relief to the vulnerable and most needy sections of society who have been harshly impacted by the pandemic.In addition^ the fund will collaborate with District Authorities to provide assistance to the district health and rural healthcare ecosystem that reaches out to the weakest sections of society^ it said in a media statement.Resources under this fund will be channelised towards the protection and well-being of the ground forces who are working to ensure that medicines^ groceries and other essential goods reach people across the country during the 21-day lockdown. It will also help out those sourcing of agri-commodities. Help could be done by way of providing protective personal gear and hygiene products to “such frontline warriors”.In line with ITC’s credo of ‘Nation First – Sab Saath Badhein’^ the Kolkata-based conglomerate has geared its value-chain to lend support to the government in its efforts to fight the Covid-19 threat.“In these trying times^ it is critical to ensure adequate availability of essential food and hygiene products in the country. We are working with state authorities and local administration to ensure that manufacturing and distribution activities continue uninterrupted with bare minimum people^” it further added.,27,03
2020-03-26,https://www.thehindubusinessline.com/news/hygiene-products-top-the-shopping-list/article31175732.ece,The Hindu BusinessLine,Hygiene products top shopping list,What are people buying during the coronavirus lockdown? A Nielsen India study showed that while hygiene products such as hand sanitisers^ masks and soaps have recorded over 100 per cent growth in sales^ other items such as cough syrup^ salty snacks and cooking oil are also seeing a massive spike. The gain is mostly on online platforms. This is good news for e-commerce players and FMCG companies but bad news for offline retailers.Nielsen did an online survey across 15 large Indian metropolitan cities between March 17 and March 19 covering 898 respondents.Data revealed that^ as of February^ around 90 per cent of the citizens were aware of prescribed behaviour^ such as social distancing^ washing hands. However^ more than 40 per cent of people in the metros accepted they were not abiding by the guidance. The trend saw an uptick in March.Between November^ December and January^ the FMCG saw a decline at 6 per cent^ 5 per cent and 5 per cent^ respectively. However^ in February^ the FMCG segment saw a growth of 8 per cent growth. Similarly^ the food segment^ which had declined from an 8 per cent growth in November and December to 7 per cent in January^ grew 10 per cent growth in February.Nielsen’s data signified high growth for health and hygiene product baskets both in the traditional and e-commerce channels. Nielsen reviewed the growth of certain segments in the traditional trade channel. The survey was conducted to review the timeframe between mid-February and mid-March. The hand sanitiser segment witnessed a 144 per cent growth on a year-on-year basis. Liquid soaps recorded a 42 per cent growth and antiseptic liquids a 36 per cent growth. Similarly^ the pulses and atta segment in the traditional trade witnessed a 72 per cent and 25 per cent growth.Spike in e-commerce salesIn the e-commerce channel^ the hand sanitisers segment saw a whopping 1^425 per cent growth^ whereas facemasks recorded a growth of 406 per cent in sales. The hand wash and floor cleaner products saw a 86 per cent and 76 per cent growth in sales^ respectively.Similarly^ people were stocking up cooking oil^ spices^ snacks etc from e-commerce platforms. The cooking oil segment saw a growth of 106 per cent whereas spices^ salt^ ghee recorded 21 per cent higher sales and the packaged atta segment saw 16 per cent higher sales.Similarly^ snacking and processed foods^ salty Snacks recorded 84 per cent higher sales. Sales of soft drinks and biscuit were up 68 per cent and 31 per cent^ respectively.According to the analysts^ “On a year-on-year basis^ the e-commerce industry saw a 40-50 per cent growth. However^ for this fiscal^ the e-commerce segment will definitely cross the 50 per cent margin.”,26,03
2020-03-26,https://www.thehindubusinessline.com/economy/india-inc-seeks-clarity-on-essential-goods/article31171368.ece,The Hindu BusinessLine,India Inc seeks clarity on essential goods,India Inc is seeking more streamlined and centralised directive on the definition of essential goods^ which will be allowed to be produced^ transported and sold during the ongoing lockdown^ as the country grapples with the Covid-19 pandemic.Industry executives stated that even as the Home Affairs Ministry has given a directive on essential goods^ States and local administrations are keeping it vague and interpreting the order differently in different regions.Industry associations across sectors are now calling for a streamlined and comprehensive directive from the Home Affairs Ministry^ giving specifics on what constitutes essential goods. Others believe that such a directive will need to evolve with changing times in different phases of India’s battle with Covid-19.Priority listSome industry associations have sent out a suggested list of products that should be considered essential products to maintain a steady supply chain^ to the Consumer Affairs Ministry^ according to sources.This include edibles including staples^ tea^ coffee and spices^ processed and packaged foods^ fresh produce^ dairy^ bakery products and juices^ besides medicines and health supplements; non-edible products such as cleaning products^ including soaps^ detergents and oral care; personal hygiene products like sanitary pads^ diapers and sanitisers^ disinfectants^ mosquito repellents and healthcare and medical equipment^ among others.Changing definitionsSome in the industry also believe even products that serve as ‘work from home’ enablers should be put in essential commodities^ such as laptops^ routers^ power banks^ mobile phones^ cable^ mouse and repair services.A senior retail industry executive said^ “The definition of essential goods may keep evolving with time. Food and hygiene products will remain the key priority but as the lockdown progresses^ there may be shortages of other non-food products such as those for kids and elderly or technology products and devices.”In addition^ some other industry sources said that essential lighting and home furnishing products^ kitchen essentials and related products can be brought into the ambit of essential goods at later stages.Centralised curfew passesMeanwhile^ FMCG^ retail and e-commerce companies have been raising concern about challenges around maintaining production^ supply and last-mile delivery during the ongoing lockdown period. On the one hand they are facing issues in terms of transportation of workforce^ raw material and packaging material^ on the other hand they are urging support for operating warehouses and last-mile delivery. An executive from an e-commerce firm said^ “Instead of local authorities issuing curfew passes manually at the local level in each district^ this can be done digitally through a centralised mechanism across the country.”Food supply chain vitalMeanwhile^ in a statement^ Varun Berry^ MD ^ Britannia Industries said^ “As reiterated by the Prime Minister^ essential food commodities must be made available to people at all points in time and throughout the country to ensure that people don’t indulge in panic buying. The food industry supply chain is disaggregated and dependent on inter-State movement of goods. Due to the nature of the materials^ inventories across the chain are low. If even one link in the supply chain is broken^ the country could run out of stocks of packaged food in the next 7-10 days.”“Thus it is imperative that the supply chain for food products be restored in entirety and allowed to function with adequate safety measures and police protection. The supply chain includes suppliers of raw materials and packaging materials^ food manufacturing factories^ factory workers^ transporters carrying materials and finished goods^ depots^ wholesalers^ distributors and their salesmen. Necessary permits need to be immediately issued to all of them^” he added.,26,03
2020-03-24,https://www.thehindubusinessline.com/companies/fmcg-companies-scale-down-shut-manufacturing-facilities/article31154914.ece,The Hindu BusinessLine,FMCG companies scale down^ shut manufacturing facilities,Leading FMCG players have either shut down or scaled down manufacturing operations^ in line with the State governments implementing a lockdown due to the Covid-19 outbreak. However^ some industry executives^ on conditions of anonymity^ pointed out that there seems to be lack of clarity^ and some ambiguity^ in the implementation of the lockdown^ especially with regard to manufacturing and distribution of essential products.In a statement^ Coca-Cola India said: “In compliance with the government directive^ we at the Coca-Cola system in India have temporarily suspended production at our manufacturing facilities.” The company said that at the same time^ to provide ‘essential’ beverages to consumers^ it will operate its manufacturing facilities in very small numbers in compliance with local government regulations^ as and when required.In a BSE filing^ Nestle India said: “In view of the lockdown...^ the operations in some of the locations (manufacturing^ distribution centres/warehouses^ offices^ suppliers) are scaled down or suspended. As the company is into the manufacture and sale of food and beverage products^ the company is in discussions with the authorities to continue operations in the factories/distribution centres where the operations have been suspended.”Industry sources said that local level authorities need to allow production and distribution of food and other essential times to maintain supplies when large parts of the country are under a lockdown.Mayank Shah^ Category Head^ Parle Products^ said: “We are currently working with 50 per cent manpower at certain plants^ while some other plants are not operational in accordance with State and local government directives.”In a BSE filing^ Godrej Consumer Products Ltd said: “The operations in several of our locations are scaled down or shut down. The operations at some of the company’s overseas locations are also scaled down and will be operated as per the local guidelines.” Stating that the duration of this lockdown is uncertain at this point and will depend on directives issued by the respective government authorities^ it said the overall impact on the operations of the company is not immediately assessable.An ITC spokesperson stated^ “While it is extremely critical to ensure adoption of precautionary measures including hand hygiene^ social distancing and isolation during this period^ it is also important^ that during such challenging times^ essential products are made available to consumers in a safe and sustainable manner across the length and breadth of the country through continuity of supply. As various state governments issue notifications^ we are in discussions with them to ensure that manufacture and distribution of essential products is streamlined. A few select factories that manufacture essential products have been operational with bare minimum people. We have redoubled our efforts to ensure a heightened level of precaution and have implemented strict protocols for personal hygiene and sanitation in these factories.”,24,03
2020-03-24,https://www.thehindubusinessline.com/companies/covid-19-impact-corporates-work-on-new-campaigns-product-promotion-strategies/article31154112.ece,The Hindu BusinessLine,Corporates work on new campaigns^ product promotion strategies related to coronavirus,"As the Covid-19 outbreak continues its charge^ brands are grappling with the new reality of social distancing and self quarantine lockdowns^ with many tailoring their messages to comment on the virus^ while others are seizing the moment to promote products with immunity boosting properties.While ITC Savlon decided to team up with the Kerala government to break the chain^ Mankind Pharma decided to thank the medical fraternity for their selfless service during this time.Raising awareness on four simple steps of hand-washing^ germ protection brand Dettol launched a hand wash challenge on TikTok. The challenge^ which kick-started on March 14^ garnered over 18 billion views.The crisis has brought about a rapid change in market dynamics. So much so that search-engine giant Google^ which has been constantly reassessing its brand campaigns across paid and owned channels^ from video ads to automated emails^ has noted that different creative elements like tone^ visual imagery^ copy and keywords need urgent scrutiny during the crisis. Joshua Spanier^ Google’s global marketing VP for media^ says in a blog post that slapstick humor is not appropriate for its brands right now^ and that the company is holding-off on some campaigns that were funnier in nature.""We’re reevaluating creative that shows interactions like hand shakes^ hugs^ and high-fives^ since social distancing is an important tactic for slowing the spread of illness. We’ve also reviewed all our Search ad copy to spot phrasing that’s now awkward - 'virus checks'^ for instance^ have taken on a whole new meaning in light of this moment."" Other social media apps and platforms are also constantly making updates to fight the crisis. In an attempt to stop the spread of fake news through WhatsApp^ the app launched a Covid-19 info hub. to provide accurate information.Additionally^ WHO and the Indian Government have also created a bot on the app. Snapchat has also partnered with the World Health Organisation and the US Centers for Disease Control to provide consumers with the latest and credible information during the Covid-19 pandemic. The platform now offers Coronavirus-related coverage across seven countries and in six different languages. In Kerala^ ITC Savlon has partnered with the state government to help 'Break the Chain'.The company's mass hand-washing campaign 'Break The Chain' is now a state-wide initiative to contain the spread of Covid-19. Savlon has undertaken the responsibility of supplying Savlon handwashes^ free of charge^ to ensure ready availability at all the booths set up by the government in public spaces to curb the spread.Since the outbreak^ ITC Savlon has been working towards increasing awareness on the necessary precautionary and preventive measures. Even as the brand has initiated a nationwide awareness programme on hand hygiene best practices^ it has also setup an expert panel headed by a leading medical practitioner to answer questions on the subject. More than 150 questions in multiple languages have been directly addressed on social media channels through its 'Ask the Expert' campaign^ the company said. Mankind Pharma decided to say #ThanksForBeingMyFamily to the medical fraternity during this time.The drug company took the initiative to pay tribute to the unsung heroes battling the crisis. In their latest film #ThanksForBeingMyFamily^ the company thanks doctors^ nurses^ and hospital staff for their selfless service. Joy Chatterjee^ DGM^ Mankind Pharma says the film is just a small attempt to thank these superheroes as they continue the fight^ ""stepping out of their own homes^ working away from their loved ones^ to take care of others.""The film was conceptualised and executed by ADK Fortune Communications. Subroto Pradhan^ Managing Partner at ADK Fortune Communications said^ ""As the old saying goes^ tough times don’t last^ tough people do. And helping us sustain through these hard times are doctors^ nurses^ and hospital staff. Thanking them for their selfless service is the least that we can do.""Dettol with its's #HandWashChallenge on TikTok also scored huge. The campaign aimed to raise awareness on four simple steps of handwashing^ leveraging the issue and rolling out the campaign on the platform that has a substantial amount of regional users. The #HandWashChallenge filter states the brand name and the steps to wash hands while the user dances out the steps.The campaign was given an initial push by collaborating with several TikTok influencers such as television actress Avneet Kaur and actress Urvashi Rautela. The most viewed videos of this challenge from top influencers scored over 3 million views.",24,03
2020-03-24,https://www.thehindubusinessline.com/companies/how-india-inc-has-responded-to-covid19-crisis/article31149238.ece,The Hindu BusinessLine,How India Inc has responded to Covid-19 crisis,"From converting existing manufacturing plants to make ventilators to giving free fuel to emergency vehicles^ Indian companies have announced a slew of initiatives to help combat the ongoing crisis over the coronavirus epidemic.Anand Mahindra^ Chairman^ Mahindra Group was among the first corporate leaders to come out with clear commitments. He said that his group will begin work to use existing manufacturing facilities to make ventilators to combat Coronavirus.In a series of tweet^ Mahindra said^ ""To help in the response to this unprecedented threat^ we at the Mahindra Group will immediately begin work on how our manufacturing facilities can make ventilators.""He is also converting Mahindra Holidays resorts as temporary care facilities.VedantaVedanta Ltd has set up a dedicated ₹100 crore fund as part of its endeavour to combat the widespread outbreak of deadly COVID-19.The fund will cater to three specific areas – livelihood of the daily wage worker^ employees and contract workers^ preventive healthcare and will provide timely help to communities in and around various plant locations of the company.“ It is critical that corporate houses should assist the government in the fight against this deadly virus by contributing to the best of their ability so that the nation has adequate resources to take care of its citizens and provide both medical and financial assistance. This fund is a first step on Vedanta’s behalf and we will increase the corpus if the need arises^” said Anil Agarwal^ Executive Chairman^ Vedanta Resources Ltd. Vedanta will also not cut salaries or fire any staff^ including temporary workers during this crisis period. It has also decided to provide special^ one time insurance to cover Vedanta’s employees and their families against COVID-19Tata SonsN Chandrasekaran^ Chairman^ Tata Sons said that Tata group will ensure full payment to daily wage earners and contract workers.""The current situation is likely to have a large and deep financial impact on the weaker socio-economic segments of our society. During this time of crisis^ our group companies commit to ensuring full payments to the temporary workers and daily wage earners who are working in our offices and at our sites in India for the month of March and April^ 2020^ even if these workers are not able to work due to either quarantine measures^ site closures^ plant shutdowns or other reasons^"" Chandra said in a statement.Reliance IndustriesSir H N Reliance Foundation Hospital in collaboration with the Brihanmumbai Municipal Corporation (BMC)^ has set up a dedicated 100 bedded centre at Seven Hills Hospital^ Mumbai for patients who test positive for Covid-19. The Foundation has also offered to set up special medical facilities to quarantine travellers from notified countries and suspected cases identified through contact tracing. Reliance Foundation will provide free meals to people across various cities in partnership with NGOs and offer necessary livelihood relief in the current crisis situation. Reliance has built a fully-equipped isolation facility in Lodhivali^ Maharashtra and handed it over to the district authorities.The conglomerate owned by Mukesh Ambani is enhancing its production capacities to produce 100^000 face-masks per day and a large number of personal protective equipment (PPE)^ such as suits and garments^ for the nation’s healthworkers to equip them further to fight the coronavirus challenge.It also announced initial support of ₹5 crore to the Maharashtra Chief Minister’s Relief Fund.Reliance will provide free fuel for all emergency service vehicles used to transport Covid-19 patients (service is provided only for the vehicle used for Covid-19 patients and as per list provided by Government agencies) to and from quarantine and isolation facilities as well as quarantined people on the basis of lists provided by Government agencies.Reliance will continue to pay contract and temporary workers^ even if work has halted due to this crisis. For those earning below ₹30^000 per month^ salaries will be paid twice a month to protect their cash flow and mitigate any overwhelming financial burden.HULFMCG major Hindustan Unilever Limited has committed ₹100 crore to “help in the fight against coronavirus”. It has also reduced the prices of Lifebuoy sanitizers^ Lifebuoy Liquid handwash and Domex floor cleaners by 15 per cent. “In crisis like this^ companies have a big role to play. We are working closely with the Governments and our partners to ensure that we overcome this global health crisis together^” said Sanjiv Mehta^ Chairman and Managing Director^ HUL.HUL will donate 2 crore pieces of Lifebuoy soaps in the next few months to the sections of the society which need it the most.HUL said it will partner with medical institutions that are providing testing and care facilities to affected people and provide them free supplies of sanitation and hygiene products such as hand sanitizers^ bar soaps^ and floor cleaners. It will also donate Rs. 10 crores to upgrade the health care facilities in testing centres and hospitals.UberWith curfew imposed across cities^ uber rides have come down drastically. Uber said that it will provide drivers and delivery persons financial assistance for up to 14 days if they actively drive or deliver with Uber and get diagnosed with COVID-19 or are personally placed in quarantine by a public health authority. “The uncertainty caused by the coronavirus is being felt across the world. But we know it’s especially concerning for anyone who relies on our platform to make a living. That’s why we are providing financial assistance to anyone who drives or delivers with Uber and is diagnosed with COVID-19 or placed in individual quarantine by a public health authority. This assistance is now available worldwide^”^ Andrew Macdonald^ Senior Vice President^ Rides and PlatformGodrejGodrejProtekt – the range of hand hygiene products from Godrej Consumer Products Limited (GCPL) – has launched an initiative called 'Protekt India Movement'. As a part of this initiative^ Godrej Protekt has commenced free distribution of 1 million packets for free distribution and reduces hand sanitizer price by 66% under #ProtektIndiaMovement.Godrej Consumer Products Limited has dropped the price for its hand sanitizer from ₹75 to ₹25. Sunil Kataria^ CEO (India & SAARC)^ Godrej Consumer Products Limited said.",24,03
2020-03-23,https://www.thehindubusinessline.com/markets/stock-markets/indices-hitting-lower-circuit-and-rebounding-which-heavyweight-stocks-led-the-slump/article31140610.ece,The Hindu BusinessLine,Indices hitting lower circuit and rebounding: Which heavyweight stocks led the slump?,BL Research BureauAs India went into lockdown to contain the spread of Covid-19^ markets were expected to take a hard knock. With the Sensex hitting the lower circuit early in trade today^ the week has begun on yet another turbulent note. The pain is accentuated by the fact that many heavyweight bluechip stocks are on a free fall over the past week.Monday morning carnage was no different.Within the S& P BSE 100^ heavyweights such as Reliance Industries (contribution to the index of -79 points)^ HDFC Bank (-79 points)^ ICICI Bank (-70 points)^ HDFC (-46 points)^ Axis Bank (-41 points)^ Infosys (-41 points)^ ITC (-32 points)^ Kotak Mahindra Bank (-30.8 points)^ TCS (-23 points) etc. have led the fall on Monday---most of them plunging 10-20 per cent.In terms of the quantum of fall^ as in the past week^ the decline on Monday was led by banking and finance stocks. Most of these stocks fell by a steep 14-20 per cent before the trading came to halt.As is becoming evident from the slump in stock prices since January this year^ banking and finance stocks are particularly taking it on the chin. The widespread sell-off^ even in the leading names in the sector^ is because the COVID-19 would have a deeper impact on the sector that is highly-leveraged. The sharp slowdown in the economy^ which is likely to lead to substantial job losses and rise in delinquencies^ will impact banks and NBFCs adversely in the coming quarters.Finance has a 36 per cent weightage in the BSE 100 index^ followed by IT (12.5 per cent)^ FMCG (11 per cent)^ and Oil & Gas (10.9 per cent).Axis Bank fell 20 per cent^ while ICICI Bank^ Shriram Transport Finance^ IndusInd^ M&M Financial and Federal Bank have fallen about 15 per cent on Monday (before the trading halt).Even stocks in the auto space have been feeling the heat. Hero Motocorp^ Maruti^ M&M^ Motherson Sumi^ TVS Motor^ are stocks that witnessed sharp declines^ early in trade on Monday.,23,03
